,Date and Time,PM10,PM2.5,SO2,Site
0,2022-03-22 00:00:00,18.66,13.4,,EPA-59
1,2022-03-22 01:00:00,20.76,15.22,,EPA-59
2,2022-03-22 02:00:00,23.02,16.96,,EPA-59
3,2022-03-22 03:00:00,24.2,18.27,,EPA-59
4,2022-03-22 04:00:00,26.43,19.92,,EPA-59
5,2022-03-22 05:00:00,27.51,20.75,,EPA-59
6,2022-03-22 06:00:00,29.52,23.08,,EPA-59
7,2022-03-22 07:00:00,30.05,24.05,,EPA-59
8,2022-03-22 08:00:00,34.87,26.29,,EPA-59
9,2022-03-22 09:00:00,35.07,26.2,,EPA-59
10,2022-03-22 10:00:00,37.05,27.0,,EPA-59
11,2022-03-22 11:00:00,36.14,26.96,,EPA-59
12,2022-03-22 12:00:00,36.53,27.01,,EPA-59
13,2022-03-22 13:00:00,35.08,26.85,,EPA-59
14,2022-03-22 14:00:00,35.92,28.2,,EPA-59
15,2022-03-22 15:00:00,34.55,28.27,,EPA-59
16,2022-03-22 16:00:00,32.43,26.21,,EPA-59
17,2022-03-22 17:00:00,32.0,25.38,,EPA-59
18,2022-03-22 18:00:00,31.1,23.17,,EPA-59
19,2022-03-22 19:00:00,35.48,26.82,,EPA-59
20,2022-03-22 20:00:00,43.01,33.36,,EPA-59
21,2022-03-22 21:00:00,37.53,29.56,,EPA-59
22,2022-03-22 22:00:00,35.48,26.49,,EPA-59
23,2022-03-22 23:00:00,36.94,26.85,,EPA-59
0,2022-03-22 00:00:00,25.16,16.64,,EPA-67
1,2022-03-22 01:00:00,20.91,13.55,,EPA-67
2,2022-03-22 02:00:00,21.24,13.45,,EPA-67
3,2022-03-22 03:00:00,19.84,11.81,,EPA-67
4,2022-03-22 04:00:00,22.94,15.14,,EPA-67
5,2022-03-22 05:00:00,19.51,13.14,,EPA-67
6,2022-03-22 06:00:00,21.88,14.38,,EPA-67
7,2022-03-22 07:00:00,22.63,15.7,,EPA-67
8,2022-03-22 08:00:00,24.05,16.19,,EPA-67
9,2022-03-22 09:00:00,26.93,17.08,,EPA-67
10,2022-03-22 10:00:00,24.18,15.14,,EPA-67
11,2022-03-22 11:00:00,27.73,19.33,,EPA-67
12,2022-03-22 12:00:00,21.21,13.65,,EPA-67
13,2022-03-22 13:00:00,21.4,13.63,,EPA-67
14,2022-03-22 14:00:00,24.27,16.79,,EPA-67
15,2022-03-22 15:00:00,26.58,19.35,,EPA-67
16,2022-03-22 16:00:00,27.73,21.38,,EPA-67
17,2022-03-22 17:00:00,28.29,21.27,,EPA-67
18,2022-03-22 18:00:00,37.95,29.77,,EPA-67
19,2022-03-22 19:00:00,46.6,38.31,,EPA-67
20,2022-03-22 20:00:00,44.73,37.36,,EPA-67
21,2022-03-22 21:00:00,40.1,31.87,,EPA-67
22,2022-03-22 22:00:00,42.15,33.05,,EPA-67
23,2022-03-22 23:00:00,43.56,34.25,,EPA-67
0,2022-03-22 00:00:00,31.64,23.55,,EPA-46
1,2022-03-22 01:00:00,30.98,23.38,,EPA-46
2,2022-03-22 02:00:00,31.94,25.48,,EPA-46
3,2022-03-22 03:00:00,35.69,29.14,,EPA-46
4,2022-03-22 04:00:00,38.58,32.23,,EPA-46
5,2022-03-22 05:00:00,38.09,32.07,,EPA-46
6,2022-03-22 06:00:00,38.44,32.09,,EPA-46
7,2022-03-22 07:00:00,35.98,29.91,,EPA-46
8,2022-03-22 08:00:00,32.95,25.98,,EPA-46
9,2022-03-22 09:00:00,29.0,20.72,,EPA-46
10,2022-03-22 10:00:00,27.53,18.21,,EPA-46
11,2022-03-22 11:00:00,25.21,17.49,,EPA-46
12,2022-03-22 12:00:00,23.31,16.34,,EPA-46
13,2022-03-22 13:00:00,23.76,17.3,,EPA-46
14,2022-03-22 14:00:00,25.32,18.31,,EPA-46
15,2022-03-22 15:00:00,27.02,17.94,,EPA-46
16,2022-03-22 16:00:00,22.77,16.22,,EPA-46
17,2022-03-22 17:00:00,21.93,15.39,,EPA-46
18,2022-03-22 18:00:00,25.23,17.01,,EPA-46
19,2022-03-22 19:00:00,34.06,21.67,,EPA-46
20,2022-03-22 20:00:00,32.18,24.72,,EPA-46
21,2022-03-22 21:00:00,29.46,22.82,,EPA-46
22,2022-03-22 22:00:00,29.87,23.59,,EPA-46
23,2022-03-22 23:00:00,25.16,18.96,,EPA-46
0,2022-03-22 00:00:00,14.74,10.48,,EPA-63
1,2022-03-22 01:00:00,15.79,11.18,,EPA-63
2,2022-03-22 02:00:00,19.48,14.04,,EPA-63
3,2022-03-22 03:00:00,21.94,14.96,,EPA-63
4,2022-03-22 04:00:00,22.14,16.22,,EPA-63
5,2022-03-22 05:00:00,27.14,19.22,,EPA-63
6,2022-03-22 06:00:00,30.57,21.73,,EPA-63
7,2022-03-22 07:00:00,33.84,23.32,,EPA-63
8,2022-03-22 08:00:00,34.9,23.63,,EPA-63
9,2022-03-22 09:00:00,33.76,23.48,,EPA-63
10,2022-03-22 10:00:00,34.95,23.4,,EPA-63
11,2022-03-22 11:00:00,35.46,24.33,,EPA-63
12,2022-03-22 12:00:00,39.1,26.04,,EPA-63
13,2022-03-22 13:00:00,38.11,27.21,,EPA-63
14,2022-03-22 14:00:00,40.55,29.48,,EPA-63
15,2022-03-22 15:00:00,39.73,30.13,,EPA-63
16,2022-03-22 16:00:00,39.87,29.67,,EPA-63
17,2022-03-22 17:00:00,41.88,30.94,,EPA-63
18,2022-03-22 18:00:00,45.24,36.41,,EPA-63
19,2022-03-22 19:00:00,35.46,25.8,,EPA-63
20,2022-03-22 20:00:00,42.88,32.16,,EPA-63
21,2022-03-22 21:00:00,45.99,35.38,,EPA-63
22,2022-03-22 22:00:00,39.7,27.53,,EPA-63
23,2022-03-22 23:00:00,40.73,29.94,,EPA-63
0,2022-03-22 00:00:00,23.6,18.03,,EPA-71
1,2022-03-22 01:00:00,17.18,12.96,,EPA-71
2,2022-03-22 02:00:00,14.42,10.32,,EPA-71
3,2022-03-22 03:00:00,14.1,9.81,,EPA-71
4,2022-03-22 04:00:00,14.2,9.39,,EPA-71
5,2022-03-22 05:00:00,14.72,9.35,,EPA-71
6,2022-03-22 06:00:00,15.24,10.05,,EPA-71
7,2022-03-22 07:00:00,15.91,10.64,,EPA-71
8,2022-03-22 08:00:00,15.49,10.39,,EPA-71
9,2022-03-22 09:00:00,16.2,11.19,,EPA-71
10,2022-03-22 10:00:00,19.94,14.78,,EPA-71
11,2022-03-22 11:00:00,17.95,11.32,,EPA-71
12,2022-03-22 12:00:00,21.96,13.73,,EPA-71
13,2022-03-22 13:00:00,17.07,10.06,,EPA-71
14,2022-03-22 14:00:00,16.58,10.41,,EPA-71
15,2022-03-22 15:00:00,17.21,11.56,,EPA-71
16,2022-03-22 16:00:00,16.74,11.61,,EPA-71
17,2022-03-22 17:00:00,19.95,12.91,,EPA-71
18,2022-03-22 18:00:00,19.18,14.24,,EPA-71
19,2022-03-22 19:00:00,27.09,21.64,,EPA-71
20,2022-03-22 20:00:00,33.1,27.43,,EPA-71
21,2022-03-22 21:00:00,49.63,44.62,,EPA-71
22,2022-03-22 22:00:00,43.88,37.28,,EPA-71
23,2022-03-22 23:00:00,30.27,23.31,,EPA-71
0,2022-03-22 00:00:00,16.47,11.61,,EPA-24
1,2022-03-22 01:00:00,16.35,11.11,,EPA-24
2,2022-03-22 02:00:00,17.43,12.95,,EPA-24
3,2022-03-22 03:00:00,19.88,15.16,,EPA-24
4,2022-03-22 04:00:00,20.22,14.78,,EPA-24
5,2022-03-22 05:00:00,22.31,16.13,,EPA-24
6,2022-03-22 06:00:00,23.42,17.8,,EPA-24
7,2022-03-22 07:00:00,25.94,19.45,,EPA-24
8,2022-03-22 08:00:00,27.91,20.91,,EPA-24
9,2022-03-22 09:00:00,27.62,20.61,,EPA-24
10,2022-03-22 10:00:00,25.49,18.73,,EPA-24
11,2022-03-22 11:00:00,26.08,19.17,,EPA-24
12,2022-03-22 12:00:00,29.94,22.74,,EPA-24
13,2022-03-22 13:00:00,31.31,24.25,,EPA-24
14,2022-03-22 14:00:00,32.04,25.62,,EPA-24
15,2022-03-22 15:00:00,31.33,24.31,,EPA-24
16,2022-03-22 16:00:00,32.73,24.52,,EPA-24
17,2022-03-22 17:00:00,36.27,27.89,,EPA-24
18,2022-03-22 18:00:00,33.68,26.05,,EPA-24
19,2022-03-22 19:00:00,37.06,29.03,,EPA-24
20,2022-03-22 20:00:00,34.33,26.1,,EPA-24
21,2022-03-22 21:00:00,36.84,28.36,,EPA-24
22,2022-03-22 22:00:00,32.24,22.97,,EPA-24
23,2022-03-22 23:00:00,37.76,29.5,,EPA-24
0,2022-03-22 00:00:00,41.87,23.48,0.16,EPA-76
1,2022-03-22 01:00:00,40.04,26.29,1.21,EPA-76
2,2022-03-22 02:00:00,39.11,29.94,0.84,EPA-76
3,2022-03-22 03:00:00,44.75,35.19,0.61,EPA-76
4,2022-03-22 04:00:00,45.62,36.81,0.13,EPA-76
5,2022-03-22 05:00:00,44.56,36.87,0.24,EPA-76
6,2022-03-22 06:00:00,46.76,37.56,1.25,EPA-76
7,2022-03-22 07:00:00,46.15,35.28,2.33,EPA-76
8,2022-03-22 08:00:00,49.36,35.02,1.97,EPA-76
9,2022-03-22 09:00:00,39.86,27.47,4.15,EPA-76
10,2022-03-22 10:00:00,38.2,23.69,1.76,EPA-76
11,2022-03-22 11:00:00,55.99,24.69,1.29,EPA-76
12,2022-03-22 12:00:00,40.15,21.03,1.82,EPA-76
13,2022-03-22 13:00:00,44.77,22.0,2.84,EPA-76
14,2022-03-22 14:00:00,44.17,23.22,1.94,EPA-76
15,2022-03-22 15:00:00,38.12,22.09,3.36,EPA-76
16,2022-03-22 16:00:00,44.16,22.74,2.25,EPA-76
17,2022-03-22 17:00:00,36.47,19.59,1.35,EPA-76
18,2022-03-22 18:00:00,32.09,18.38,0.96,EPA-76
19,2022-03-22 19:00:00,29.44,20.17,0.72,EPA-76
20,2022-03-22 20:00:00,31.87,19.41,0.78,EPA-76
21,2022-03-22 21:00:00,24.4,16.75,0.24,EPA-76
22,2022-03-22 22:00:00,31.87,18.13,0.67,EPA-76
23,2022-03-22 23:00:00,24.83,16.09,0.31,EPA-76
0,2022-03-22 00:00:00,49.0,43.78,4.28,EPA-102
1,2022-03-22 01:00:00,25.58,20.89,3.88,EPA-102
2,2022-03-22 02:00:00,23.25,20.29,4.0,EPA-102
3,2022-03-22 03:00:00,14.58,11.36,4.02,EPA-102
4,2022-03-22 04:00:00,14.72,11.27,3.91,EPA-102
5,2022-03-22 05:00:00,15.58,11.34,3.78,EPA-102
6,2022-03-22 06:00:00,16.67,13.11,4.46,EPA-102
7,2022-03-22 07:00:00,18.43,14.69,3.76,EPA-102
8,2022-03-22 08:00:00,21.57,15.65,3.73,EPA-102
9,2022-03-22 09:00:00,23.13,16.43,4.23,EPA-102
10,2022-03-22 10:00:00,28.46,20.5,4.97,EPA-102
11,2022-03-22 11:00:00,22.19,15.07,4.46,EPA-102
12,2022-03-22 12:00:00,27.47,19.08,5.07,EPA-102
13,2022-03-22 13:00:00,27.07,19.81,4.84,EPA-102
14,2022-03-22 14:00:00,24.5,17.35,4.79,EPA-102
15,2022-03-22 15:00:00,21.17,15.09,4.66,EPA-102
16,2022-03-22 16:00:00,25.51,19.0,5.55,EPA-102
17,2022-03-22 17:00:00,24.77,18.99,4.67,EPA-102
18,2022-03-22 18:00:00,35.56,29.29,5.4,EPA-102
19,2022-03-22 19:00:00,53.01,46.44,7.93,EPA-102
20,2022-03-22 20:00:00,82.33,76.33,9.19,EPA-102
21,2022-03-22 21:00:00,38.41,32.34,7.59,EPA-102
22,2022-03-22 22:00:00,85.44,79.11,6.99,EPA-102
23,2022-03-22 23:00:00,39.77,33.86,5.91,EPA-102
0,2022-03-22 00:00:00,20.54,13.36,,EPA-10
1,2022-03-22 01:00:00,20.75,13.17,,EPA-10
2,2022-03-22 02:00:00,20.61,12.9,,EPA-10
3,2022-03-22 03:00:00,22.43,14.6,,EPA-10
4,2022-03-22 04:00:00,22.38,15.3,,EPA-10
5,2022-03-22 05:00:00,25.24,16.77,,EPA-10
6,2022-03-22 06:00:00,26.57,18.09,,EPA-10
7,2022-03-22 07:00:00,25.55,17.27,,EPA-10
8,2022-03-22 08:00:00,26.81,18.35,,EPA-10
9,2022-03-22 09:00:00,26.57,18.16,,EPA-10
10,2022-03-22 10:00:00,28.35,18.0,,EPA-10
11,2022-03-22 11:00:00,27.41,17.45,,EPA-10
12,2022-03-22 12:00:00,26.93,16.82,,EPA-10
13,2022-03-22 13:00:00,26.54,17.45,,EPA-10
14,2022-03-22 14:00:00,25.05,17.1,,EPA-10
15,2022-03-22 15:00:00,25.6,16.32,,EPA-10
16,2022-03-22 16:00:00,24.52,16.55,,EPA-10
17,2022-03-22 17:00:00,25.14,17.56,,EPA-10
18,2022-03-22 18:00:00,27.61,18.93,,EPA-10
19,2022-03-22 19:00:00,29.55,19.63,,EPA-10
20,2022-03-22 20:00:00,31.04,21.66,,EPA-10
21,2022-03-22 21:00:00,31.87,22.39,,EPA-10
22,2022-03-22 22:00:00,32.89,22.67,,EPA-10
23,2022-03-22 23:00:00,30.31,20.83,,EPA-10
0,2022-03-22 00:00:00,33.98,27.82,,EPA-34
1,2022-03-22 01:00:00,28.6,23.34,,EPA-34
2,2022-03-22 02:00:00,30.52,25.04,,EPA-34
3,2022-03-22 03:00:00,31.96,26.87,,EPA-34
4,2022-03-22 04:00:00,41.36,34.61,,EPA-34
5,2022-03-22 05:00:00,44.03,37.31,,EPA-34
6,2022-03-22 06:00:00,44.66,37.51,,EPA-34
7,2022-03-22 07:00:00,42.05,35.78,,EPA-34
8,2022-03-22 08:00:00,36.35,30.82,,EPA-34
9,2022-03-22 09:00:00,27.29,22.13,,EPA-34
10,2022-03-22 10:00:00,23.38,18.67,,EPA-34
11,2022-03-22 11:00:00,23.5,18.15,,EPA-34
12,2022-03-22 12:00:00,23.33,17.5,,EPA-34
13,2022-03-22 13:00:00,25.41,19.65,,EPA-34
14,2022-03-22 14:00:00,25.83,20.49,,EPA-34
15,2022-03-22 15:00:00,23.98,18.21,,EPA-34
16,2022-03-22 16:00:00,23.16,17.45,,EPA-34
17,2022-03-22 17:00:00,22.76,17.15,,EPA-34
18,2022-03-22 18:00:00,31.24,21.37,,EPA-34
19,2022-03-22 19:00:00,30.37,22.67,,EPA-34
20,2022-03-22 20:00:00,32.02,24.78,,EPA-34
21,2022-03-22 21:00:00,26.35,20.91,,EPA-34
22,2022-03-22 22:00:00,25.69,20.92,,EPA-34
23,2022-03-22 23:00:00,23.19,16.67,,EPA-34
0,2022-03-22 00:00:00,30.04,23.0,3.22,EPA-55
1,2022-03-22 01:00:00,33.44,25.67,4.69,EPA-55
2,2022-03-22 02:00:00,38.78,31.43,2.52,EPA-55
3,2022-03-22 03:00:00,45.9,39.12,2.13,EPA-55
4,2022-03-22 04:00:00,46.29,39.98,2.26,EPA-55
5,2022-03-22 05:00:00,45.33,39.57,2.02,EPA-55
6,2022-03-22 06:00:00,43.05,36.18,3.05,EPA-55
7,2022-03-22 07:00:00,39.42,32.63,2.0,EPA-55
8,2022-03-22 08:00:00,30.42,22.58,3.05,EPA-55
9,2022-03-22 09:00:00,32.91,23.02,2.7,EPA-55
10,2022-03-22 10:00:00,35.12,21.07,2.61,EPA-55
11,2022-03-22 11:00:00,35.74,20.13,2.77,EPA-55
12,2022-03-22 12:00:00,41.16,19.55,0.56,EPA-55
13,2022-03-22 13:00:00,54.97,22.38,2.79,EPA-55
14,2022-03-22 14:00:00,39.42,21.63,2.41,EPA-55
15,2022-03-22 15:00:00,41.4,22.0,1.3,EPA-55
16,2022-03-22 16:00:00,35.07,19.08,3.71,EPA-55
17,2022-03-22 17:00:00,31.43,18.33,2.7,EPA-55
18,2022-03-22 18:00:00,30.2,17.67,3.68,EPA-55
19,2022-03-22 19:00:00,36.57,22.46,3.08,EPA-55
20,2022-03-22 20:00:00,33.98,23.54,2.42,EPA-55
21,2022-03-22 21:00:00,33.95,24.55,1.6,EPA-55
22,2022-03-22 22:00:00,29.59,22.39,2.42,EPA-55
23,2022-03-22 23:00:00,49.88,35.63,2.97,EPA-55
0,2022-03-22 00:00:00,32.96,23.26,,EPA-29
1,2022-03-22 01:00:00,31.64,23.5,,EPA-29
2,2022-03-22 02:00:00,32.45,24.65,,EPA-29
3,2022-03-22 03:00:00,31.36,24.97,,EPA-29
4,2022-03-22 04:00:00,33.68,27.6,,EPA-29
5,2022-03-22 05:00:00,35.25,29.85,,EPA-29
6,2022-03-22 06:00:00,35.37,30.22,,EPA-29
7,2022-03-22 07:00:00,35.73,29.24,,EPA-29
8,2022-03-22 08:00:00,43.15,29.81,,EPA-29
9,2022-03-22 09:00:00,34.19,23.36,,EPA-29
10,2022-03-22 10:00:00,30.75,18.71,,EPA-29
11,2022-03-22 11:00:00,32.65,17.42,,EPA-29
12,2022-03-22 12:00:00,30.84,17.21,,EPA-29
13,2022-03-22 13:00:00,34.74,17.83,,EPA-29
14,2022-03-22 14:00:00,34.06,18.84,,EPA-29
15,2022-03-22 15:00:00,38.99,19.6,,EPA-29
16,2022-03-22 16:00:00,36.3,18.6,,EPA-29
17,2022-03-22 17:00:00,33.79,17.43,,EPA-29
18,2022-03-22 18:00:00,32.99,17.32,,EPA-29
19,2022-03-22 19:00:00,41.6,19.04,,EPA-29
20,2022-03-22 20:00:00,54.48,22.96,,EPA-29
21,2022-03-22 21:00:00,56.43,25.81,,EPA-29
22,2022-03-22 22:00:00,75.24,27.0,,EPA-29
23,2022-03-22 23:00:00,43.07,22.93,,EPA-29
0,2022-03-22 00:00:00,31.63,23.89,,EPA-47
1,2022-03-22 01:00:00,31.57,23.92,,EPA-47
2,2022-03-22 02:00:00,35.97,28.2,,EPA-47
3,2022-03-22 03:00:00,42.56,34.05,,EPA-47
4,2022-03-22 04:00:00,43.4,36.69,,EPA-47
5,2022-03-22 05:00:00,45.01,38.1,,EPA-47
6,2022-03-22 06:00:00,43.27,36.67,,EPA-47
7,2022-03-22 07:00:00,40.68,33.91,,EPA-47
8,2022-03-22 08:00:00,39.67,32.33,,EPA-47
9,2022-03-22 09:00:00,32.72,23.9,,EPA-47
10,2022-03-22 10:00:00,28.47,20.57,,EPA-47
11,2022-03-22 11:00:00,26.48,19.13,,EPA-47
12,2022-03-22 12:00:00,28.24,18.34,,EPA-47
13,2022-03-22 13:00:00,26.48,18.24,,EPA-47
14,2022-03-22 14:00:00,29.01,20.17,,EPA-47
15,2022-03-22 15:00:00,29.2,19.39,,EPA-47
16,2022-03-22 16:00:00,27.34,17.84,,EPA-47
17,2022-03-22 17:00:00,22.7,15.98,,EPA-47
18,2022-03-22 18:00:00,24.75,16.43,,EPA-47
19,2022-03-22 19:00:00,34.97,24.9,,EPA-47
20,2022-03-22 20:00:00,33.4,23.96,,EPA-47
21,2022-03-22 21:00:00,36.86,27.23,,EPA-47
22,2022-03-22 22:00:00,29.02,23.1,,EPA-47
23,2022-03-22 23:00:00,25.18,18.13,,EPA-47
0,2022-03-22 00:00:00,33.56,24.56,,EPA-84
1,2022-03-22 01:00:00,32.0,24.42,,EPA-84
2,2022-03-22 02:00:00,38.99,31.96,,EPA-84
3,2022-03-22 03:00:00,46.39,38.53,,EPA-84
4,2022-03-22 04:00:00,46.89,38.99,,EPA-84
5,2022-03-22 05:00:00,47.65,38.99,,EPA-84
6,2022-03-22 06:00:00,42.09,34.24,,EPA-84
7,2022-03-22 07:00:00,36.35,29.5,,EPA-84
8,2022-03-22 08:00:00,30.76,24.72,,EPA-84
9,2022-03-22 09:00:00,27.36,20.29,,EPA-84
10,2022-03-22 10:00:00,24.52,18.3,,EPA-84
11,2022-03-22 11:00:00,20.21,14.32,,EPA-84
12,2022-03-22 12:00:00,20.31,13.79,,EPA-84
13,2022-03-22 13:00:00,24.26,14.67,,EPA-84
14,2022-03-22 14:00:00,22.77,15.18,,EPA-84
15,2022-03-22 15:00:00,22.98,15.02,,EPA-84
16,2022-03-22 16:00:00,23.17,14.74,,EPA-84
17,2022-03-22 17:00:00,27.41,17.81,,EPA-84
18,2022-03-22 18:00:00,39.38,28.1,,EPA-84
19,2022-03-22 19:00:00,47.94,35.96,,EPA-84
20,2022-03-22 20:00:00,54.3,43.23,,EPA-84
21,2022-03-22 21:00:00,45.28,35.23,,EPA-84
22,2022-03-22 22:00:00,42.01,32.76,,EPA-84
23,2022-03-22 23:00:00,50.79,40.15,,EPA-84
0,2022-03-22 00:00:00,34.37,27.23,,EPA-49
1,2022-03-22 01:00:00,31.64,26.2,,EPA-49
2,2022-03-22 02:00:00,31.06,25.86,,EPA-49
3,2022-03-22 03:00:00,32.37,26.82,,EPA-49
4,2022-03-22 04:00:00,40.09,32.92,,EPA-49
5,2022-03-22 05:00:00,36.82,31.35,,EPA-49
6,2022-03-22 06:00:00,37.98,32.4,,EPA-49
7,2022-03-22 07:00:00,37.68,31.82,,EPA-49
8,2022-03-22 08:00:00,29.04,23.68,,EPA-49
9,2022-03-22 09:00:00,24.74,19.17,,EPA-49
10,2022-03-22 10:00:00,25.08,17.48,,EPA-49
11,2022-03-22 11:00:00,23.2,16.35,,EPA-49
12,2022-03-22 12:00:00,25.55,17.58,,EPA-49
13,2022-03-22 13:00:00,26.2,18.3,,EPA-49
14,2022-03-22 13:01:00,,,,EPA-49
15,2022-03-22 14:00:00,20.51,15.17,,EPA-49
16,2022-03-22 14:01:00,,,,EPA-49
17,2022-03-22 15:00:00,21.05,15.3,,EPA-49
18,2022-03-22 16:00:00,27.46,18.04,,EPA-49
19,2022-03-22 17:00:00,29.36,19.01,,EPA-49
20,2022-03-22 18:00:00,38.84,22.89,,EPA-49
21,2022-03-22 19:00:00,32.04,23.64,,EPA-49
22,2022-03-22 20:00:00,34.39,27.51,,EPA-49
23,2022-03-22 21:00:00,39.76,31.65,,EPA-49
24,2022-03-22 22:00:00,33.42,27.83,,EPA-49
25,2022-03-22 23:00:00,35.24,29.35,,EPA-49
0,2022-03-22 00:00:00,34.43,25.12,,EPA-57
1,2022-03-22 01:00:00,33.32,24.46,,EPA-57
2,2022-03-22 02:00:00,33.54,25.92,,EPA-57
3,2022-03-22 03:00:00,32.6,25.7,,EPA-57
4,2022-03-22 04:00:00,34.76,27.95,,EPA-57
5,2022-03-22 05:00:00,39.61,32.88,,EPA-57
6,2022-03-22 06:00:00,37.28,31.74,,EPA-57
7,2022-03-22 07:00:00,37.67,31.6,,EPA-57
8,2022-03-22 08:00:00,38.45,31.41,,EPA-57
9,2022-03-22 09:00:00,30.19,21.66,,EPA-57
10,2022-03-22 10:00:00,28.17,18.71,,EPA-57
11,2022-03-22 11:00:00,30.36,17.82,,EPA-57
12,2022-03-22 12:00:00,32.41,18.17,,EPA-57
13,2022-03-22 13:00:00,31.52,18.94,,EPA-57
14,2022-03-22 14:00:00,31.02,19.53,,EPA-57
15,2022-03-22 15:00:00,31.56,17.17,,EPA-57
16,2022-03-22 16:00:00,30.88,17.54,,EPA-57
17,2022-03-22 17:00:00,32.78,19.84,,EPA-57
18,2022-03-22 18:00:00,34.29,20.66,,EPA-57
19,2022-03-22 19:00:00,34.6,21.16,,EPA-57
20,2022-03-22 20:00:00,37.57,23.5,,EPA-57
21,2022-03-22 21:00:00,38.92,25.77,,EPA-57
22,2022-03-22 22:00:00,29.7,21.23,,EPA-57
23,2022-03-22 23:00:00,29.38,21.44,,EPA-57
0,2022-03-22 00:00:00,32.2,27.29,1.06,EPA-16
1,2022-03-22 01:00:00,24.73,20.83,1.05,EPA-16
2,2022-03-22 02:00:00,22.1,19.0,0.65,EPA-16
3,2022-03-22 03:00:00,20.22,15.6,0.92,EPA-16
4,2022-03-22 04:00:00,23.14,13.86,0.92,EPA-16
5,2022-03-22 05:00:00,16.68,13.39,0.94,EPA-16
6,2022-03-22 06:00:00,19.58,15.48,0.74,EPA-16
7,2022-03-22 07:00:00,20.98,16.77,0.87,EPA-16
8,2022-03-22 08:00:00,22.48,18.49,1.0,EPA-16
9,2022-03-22 09:00:00,23.62,19.34,0.94,EPA-16
10,2022-03-22 10:00:00,26.93,20.51,1.28,EPA-16
11,2022-03-22 11:00:00,25.26,19.17,1.81,EPA-16
12,2022-03-22 12:00:00,24.01,16.96,1.66,EPA-16
13,2022-03-22 13:00:00,22.76,16.46,1.45,EPA-16
14,2022-03-22 14:00:00,24.92,17.83,1.89,EPA-16
15,2022-03-22 15:00:00,24.08,17.04,1.09,EPA-16
16,2022-03-22 16:00:00,19.89,13.84,0.92,EPA-16
17,2022-03-22 17:00:00,21.35,16.33,0.7,EPA-16
18,2022-03-22 18:00:00,22.2,16.85,0.63,EPA-16
