,Date and Time,PM10,PM2.5,SO2,Site
3,2022-03-22 03:00:00,29.65,24.26,,EPA-50
4,2022-03-22 04:00:00,28.9,24.25,,EPA-50
5,2022-03-22 05:00:00,33.35,27.51,,EPA-50
6,2022-03-22 06:00:00,35.01,30.35,,EPA-50
7,2022-03-22 07:00:00,35.07,29.54,,EPA-50
8,2022-03-22 08:00:00,29.0,23.13,,EPA-50
9,2022-03-22 09:00:00,23.69,18.15,,EPA-50
10,2022-03-22 10:00:00,27.63,18.68,,EPA-50
11,2022-03-22 11:00:00,24.06,16.16,,EPA-50
12,2022-03-22 12:00:00,22.74,15.93,,EPA-50
13,2022-03-22 13:00:00,26.56,16.87,,EPA-50
14,2022-03-22 14:00:00,22.04,14.4,,EPA-50
15,2022-03-22 15:00:00,21.66,14.49,,EPA-50
16,2022-03-22 16:00:00,24.01,16.17,,EPA-50
17,2022-03-22 17:00:00,30.8,20.49,,EPA-50
18,2022-03-22 18:00:00,35.83,22.42,,EPA-50
19,2022-03-22 19:00:00,37.17,25.83,,EPA-50
20,2022-03-22 20:00:00,27.59,21.41,,EPA-50
21,2022-03-22 21:00:00,29.42,21.66,,EPA-50
22,2022-03-22 22:00:00,26.83,21.03,,EPA-50
23,2022-03-22 23:00:00,31.8,23.74,,EPA-50
0,2022-03-22 00:00:00,12.93,11.28,,TNO4157
1,2022-03-22 01:00:00,10.2,8.87,,TNO4157
2,2022-03-22 02:00:00,9.97,8.71,,TNO4157
3,2022-03-22 03:00:00,10.05,8.74,,TNO4157
4,2022-03-22 04:00:00,10.45,9.25,,TNO4157
5,2022-03-22 05:00:00,10.38,9.1,,TNO4157
6,2022-03-22 06:00:00,10.6,9.04,,TNO4157
7,2022-03-22 07:00:00,11.55,9.92,,TNO4157
8,2022-03-22 08:00:00,13.17,11.13,,TNO4157
9,2022-03-22 09:00:00,13.67,11.51,,TNO4157
10,2022-03-22 10:00:00,14.13,11.92,,TNO4157
11,2022-03-22 11:00:00,14.3,12.05,,TNO4157
12,2022-03-22 12:00:00,15.25,12.8,,TNO4157
13,2022-03-22 13:00:00,15.55,12.89,,TNO4157
14,2022-03-22 14:00:00,13.72,11.77,,TNO4157
15,2022-03-22 15:00:00,13.6,11.52,,TNO4157
16,2022-03-22 16:00:00,10.55,8.67,,TNO4157
17,2022-03-22 17:00:00,11.05,8.99,,TNO4157
18,2022-03-22 18:00:00,13.1,10.59,,TNO4157
19,2022-03-22 19:00:00,12.38,9.84,,TNO4157
20,2022-03-22 20:00:00,13.53,10.63,,TNO4157
21,2022-03-22 21:00:00,13.53,11.14,,TNO4157
22,2022-03-22 22:00:00,12.78,10.22,,TNO4157
23,2022-03-22 23:00:00,12.55,10.08,,TNO4157
0,2022-03-22 00:00:00,22.6,12.4,,TNO4437-EPA
1,2022-03-22 01:00:00,22.07,12.68,,TNO4437-EPA
2,2022-03-22 02:00:00,22.0,12.81,,TNO4437-EPA
3,2022-03-22 03:00:00,21.05,13.05,,TNO4437-EPA
4,2022-03-22 04:00:00,22.65,14.86,,TNO4437-EPA
5,2022-03-22 05:00:00,20.63,13.9,,TNO4437-EPA
6,2022-03-22 06:00:00,20.45,14.12,,TNO4437-EPA
7,2022-03-22 07:00:00,20.9,14.12,,TNO4437-EPA
8,2022-03-22 08:00:00,18.32,12.23,,TNO4437-EPA
9,2022-03-22 09:00:00,17.15,10.26,,TNO4437-EPA
10,2022-03-22 10:00:00,17.07,9.86,,TNO4437-EPA
11,2022-03-22 11:00:00,17.7,9.56,,TNO4437-EPA
12,2022-03-22 12:00:00,16.85,9.05,,TNO4437-EPA
13,2022-03-22 13:00:00,18.38,9.73,,TNO4437-EPA
14,2022-03-22 14:00:00,19.22,10.32,,TNO4437-EPA
15,2022-03-22 15:00:00,19.28,9.62,,TNO4437-EPA
16,2022-03-22 16:00:00,18.22,9.3,,TNO4437-EPA
17,2022-03-22 17:00:00,15.95,8.68,,TNO4437-EPA
18,2022-03-22 18:00:00,16.45,8.78,,TNO4437-EPA
19,2022-03-22 19:00:00,17.97,9.49,,TNO4437-EPA
20,2022-03-22 20:00:00,19.35,11.05,,TNO4437-EPA
21,2022-03-22 21:00:00,19.42,11.24,,TNO4437-EPA
22,2022-03-22 22:00:00,19.53,11.21,,TNO4437-EPA
23,2022-03-22 23:00:00,16.3,9.9,,TNO4437-EPA
0,2022-03-22 00:00:00,25.26,21.63,,EPA-103
1,2022-03-22 01:00:00,23.3,19.35,,EPA-103
2,2022-03-22 02:00:00,18.61,15.6,,EPA-103
3,2022-03-22 03:00:00,16.99,14.57,,EPA-103
4,2022-03-22 04:00:00,15.21,12.86,,EPA-103
5,2022-03-22 05:00:00,15.58,13.03,,EPA-103
6,2022-03-22 06:00:00,15.69,13.14,,EPA-103
7,2022-03-22 07:00:00,14.46,12.17,,EPA-103
8,2022-03-22 08:00:00,13.17,11.14,,EPA-103
9,2022-03-22 09:00:00,14.84,12.21,,EPA-103
10,2022-03-22 10:00:00,16.45,13.21,,EPA-103
11,2022-03-22 11:00:00,16.57,13.45,,EPA-103
12,2022-03-22 12:00:00,16.43,13.27,,EPA-103
13,2022-03-22 13:00:00,16.99,12.57,,EPA-103
14,2022-03-22 14:00:00,12.24,8.92,,EPA-103
15,2022-03-22 15:00:00,13.56,10.05,,EPA-103
16,2022-03-22 16:00:00,14.22,10.17,,EPA-103
17,2022-03-22 17:00:00,12.31,8.33,,EPA-103
18,2022-03-22 18:00:00,13.15,9.66,,EPA-103
19,2022-03-22 19:00:00,14.85,11.33,,EPA-103
20,2022-03-22 20:00:00,16.55,13.11,,EPA-103
21,2022-03-22 21:00:00,18.33,14.89,,EPA-103
22,2022-03-22 22:00:00,19.2,16.08,,EPA-103
23,2022-03-22 23:00:00,21.19,17.33,,EPA-103
0,2022-03-22 00:00:00,17.03,11.11,,TNO4436-EPA
1,2022-03-22 01:00:00,16.65,11.34,,TNO4436-EPA
2,2022-03-22 02:00:00,16.6,11.58,,TNO4436-EPA
3,2022-03-22 03:00:00,16.8,12.13,,TNO4436-EPA
4,2022-03-22 04:00:00,17.25,12.82,,TNO4436-EPA
5,2022-03-22 05:00:00,17.38,13.24,,TNO4436-EPA
6,2022-03-22 06:00:00,16.8,13.12,,TNO4436-EPA
7,2022-03-22 07:00:00,16.8,13.14,,TNO4436-EPA
8,2022-03-22 08:00:00,16.05,11.82,,TNO4436-EPA
9,2022-03-22 09:00:00,16.67,10.27,,TNO4436-EPA
10,2022-03-22 10:00:00,15.83,9.65,,TNO4436-EPA
11,2022-03-22 11:00:00,15.0,8.6,,TNO4436-EPA
12,2022-03-22 12:00:00,16.15,9.65,,TNO4436-EPA
13,2022-03-22 13:00:00,16.5,10.53,,TNO4436-EPA
14,2022-03-22 14:00:00,16.18,9.29,,TNO4436-EPA
15,2022-03-22 15:00:00,19.5,10.88,,TNO4436-EPA
16,2022-03-22 16:00:00,16.92,10.51,,TNO4436-EPA
17,2022-03-22 17:00:00,15.33,10.33,,TNO4436-EPA
18,2022-03-22 18:00:00,16.1,10.58,,TNO4436-EPA
19,2022-03-22 19:00:00,14.92,9.73,,TNO4436-EPA
20,2022-03-22 20:00:00,17.15,11.18,,TNO4436-EPA
21,2022-03-22 21:00:00,17.05,11.04,,TNO4436-EPA
22,2022-03-22 22:00:00,15.02,10.0,,TNO4436-EPA
23,2022-03-22 23:00:00,13.7,8.89,,TNO4436-EPA
0,2022-03-22 00:00:00,15.7,12.81,,TNO4465
1,2022-03-22 01:00:00,13.58,10.8,,TNO4465
2,2022-03-22 02:00:00,11.77,9.35,,TNO4465
3,2022-03-22 03:00:00,11.48,9.34,,TNO4465
4,2022-03-22 04:00:00,10.63,8.34,,TNO4465
5,2022-03-22 05:00:00,9.85,7.64,,TNO4465
6,2022-03-22 06:00:00,10.7,7.63,,TNO4465
7,2022-03-22 07:00:00,9.85,7.09,,TNO4465
8,2022-03-22 08:00:00,10.3,7.88,,TNO4465
9,2022-03-22 09:00:00,12.15,8.94,,TNO4465
10,2022-03-22 10:00:00,12.9,9.3,,TNO4465
11,2022-03-22 11:00:00,14.97,9.82,,TNO4465
12,2022-03-22 12:00:00,15.25,10.32,,TNO4465
13,2022-03-22 13:00:00,17.1,11.01,,TNO4465
14,2022-03-22 14:00:00,14.75,10.23,,TNO4465
15,2022-03-22 15:00:00,12.75,8.87,,TNO4465
16,2022-03-22 16:00:00,12.45,8.69,,TNO4465
17,2022-03-22 17:00:00,12.83,8.94,,TNO4465
18,2022-03-22 18:00:00,13.35,9.32,,TNO4465
19,2022-03-22 19:00:00,14.25,9.9,,TNO4465
20,2022-03-22 20:00:00,16.9,11.94,,TNO4465
21,2022-03-22 21:00:00,15.03,10.19,,TNO4465
22,2022-03-22 22:00:00,15.7,11.05,,TNO4465
23,2022-03-22 23:00:00,13.38,9.52,,TNO4465
0,2022-03-22 00:00:00,12.13,8.69,,TNO3953
1,2022-03-22 01:00:00,9.9,7.09,,TNO3953
2,2022-03-22 02:00:00,8.75,6.2,,TNO3953
3,2022-03-22 03:00:00,8.55,6.19,,TNO3953
4,2022-03-22 04:00:00,8.27,5.64,,TNO3953
5,2022-03-22 05:00:00,7.6,5.04,,TNO3953
6,2022-03-22 06:00:00,7.73,5.25,,TNO3953
7,2022-03-22 07:00:00,9.42,6.02,,TNO3953
8,2022-03-22 08:00:00,13.17,7.68,,TNO3953
9,2022-03-22 09:00:00,11.9,6.84,,TNO3953
10,2022-03-22 10:00:00,15.0,7.11,,TNO3953
11,2022-03-22 11:00:00,14.95,6.21,,TNO3953
12,2022-03-22 12:00:00,12.92,5.36,,TNO3953
13,2022-03-22 13:00:00,12.58,5.4,,TNO3953
14,2022-03-22 14:00:00,10.88,6.01,,TNO3953
15,2022-03-22 15:00:00,14.47,6.27,,TNO3953
16,2022-03-22 16:00:00,11.05,6.49,,TNO3953
17,2022-03-22 17:00:00,12.75,7.28,,TNO3953
18,2022-03-22 18:00:00,11.72,7.23,,TNO3953
19,2022-03-22 19:00:00,12.3,7.97,,TNO3953
20,2022-03-22 20:00:00,12.82,8.36,,TNO3953
21,2022-03-22 21:00:00,13.15,8.88,,TNO3953
22,2022-03-22 22:00:00,13.1,8.74,,TNO3953
23,2022-03-22 23:00:00,12.77,8.35,,TNO3953
0,2022-03-22 00:00:00,13.02,10.49,,TNO4159
1,2022-03-22 01:00:00,12.35,10.04,,TNO4159
2,2022-03-22 02:00:00,10.15,8.45,,TNO4159
3,2022-03-22 03:00:00,8.25,6.87,,TNO4159
4,2022-03-22 04:00:00,7.63,6.28,,TNO4159
5,2022-03-22 05:00:00,8.2,6.86,,TNO4159
6,2022-03-22 06:00:00,7.02,5.74,,TNO4159
7,2022-03-22 07:00:00,8.58,7.1,,TNO4159
8,2022-03-22 08:00:00,10.3,8.73,,TNO4159
9,2022-03-22 09:00:00,11.25,9.29,,TNO4159
10,2022-03-22 10:00:00,11.58,9.03,,TNO4159
11,2022-03-22 11:00:00,10.4,7.86,,TNO4159
12,2022-03-22 12:00:00,9.27,6.19,,TNO4159
13,2022-03-22 13:00:00,8.22,5.28,,TNO4159
14,2022-03-22 14:00:00,8.15,5.53,,TNO4159
15,2022-03-22 15:00:00,8.17,5.45,,TNO4159
16,2022-03-22 16:00:00,8.67,6.12,,TNO4159
17,2022-03-22 17:00:00,9.13,6.53,,TNO4159
18,2022-03-22 18:00:00,9.33,6.67,,TNO4159
19,2022-03-22 19:00:00,10.48,7.54,,TNO4159
20,2022-03-22 20:00:00,10.37,7.61,,TNO4159
21,2022-03-22 21:00:00,10.95,8.43,,TNO4159
22,2022-03-22 22:00:00,11.5,9.18,,TNO4159
23,2022-03-22 23:00:00,12.65,10.33,,TNO4159
0,2022-03-22 00:00:00,15.33,13.0,,TNO3954
1,2022-03-22 01:00:00,12.6,10.4,,TNO3954
2,2022-03-22 02:00:00,11.45,9.46,,TNO3954
3,2022-03-22 03:00:00,9.85,8.05,,TNO3954
4,2022-03-22 04:00:00,9.1,7.52,,TNO3954
5,2022-03-22 05:00:00,8.95,7.51,,TNO3954
6,2022-03-22 06:00:00,10.97,9.32,,TNO3954
7,2022-03-22 07:00:00,11.62,9.96,,TNO3954
8,2022-03-22 08:00:00,13.8,11.65,,TNO3954
9,2022-03-22 09:00:00,16.15,13.39,,TNO3954
10,2022-03-22 10:00:00,15.3,12.53,,TNO3954
11,2022-03-22 11:00:00,14.4,11.74,,TNO3954
12,2022-03-22 12:00:00,12.45,9.84,,TNO3954
13,2022-03-22 13:00:00,12.7,10.0,,TNO3954
14,2022-03-22 14:00:00,14.97,11.49,,TNO3954
15,2022-03-22 15:00:00,13.13,10.07,,TNO3954
16,2022-03-22 16:00:00,10.4,8.43,,TNO3954
17,2022-03-22 17:00:00,11.22,8.66,,TNO3954
18,2022-03-22 18:00:00,12.03,9.39,,TNO3954
19,2022-03-22 19:00:00,14.7,10.85,,TNO3954
20,2022-03-22 20:00:00,16.6,12.71,,TNO3954
21,2022-03-22 21:00:00,14.55,11.39,,TNO3954
22,2022-03-22 22:00:00,15.05,11.81,,TNO3954
23,2022-03-22 23:00:00,14.07,11.03,,TNO3954
0,2022-03-22 00:00:00,16.4,12.73,,TNO3947
1,2022-03-22 01:00:00,14.13,11.39,,TNO3947
2,2022-03-22 02:00:00,14.25,11.67,,TNO3947
3,2022-03-22 03:00:00,15.1,12.59,,TNO3947
4,2022-03-22 04:00:00,15.15,12.37,,TNO3947
5,2022-03-22 05:00:00,13.97,11.19,,TNO3947
6,2022-03-22 06:00:00,12.92,10.02,,TNO3947
7,2022-03-22 07:00:00,11.93,9.38,,TNO3947
8,2022-03-22 08:00:00,13.2,10.56,,TNO3947
9,2022-03-22 09:00:00,14.45,11.45,,TNO3947
10,2022-03-22 10:00:00,17.02,11.74,,TNO3947
11,2022-03-22 11:00:00,15.52,12.11,,TNO3947
12,2022-03-22 12:00:00,16.1,12.63,,TNO3947
13,2022-03-22 13:00:00,15.3,11.44,,TNO3947
14,2022-03-22 14:00:00,13.1,10.23,,TNO3947
15,2022-03-22 15:00:00,14.25,10.79,,TNO3947
16,2022-03-22 16:00:00,14.03,10.41,,TNO3947
17,2022-03-22 17:00:00,14.2,10.08,,TNO3947
18,2022-03-22 18:00:00,14.42,10.52,,TNO3947
19,2022-03-22 19:00:00,16.1,12.26,,TNO3947
20,2022-03-22 20:00:00,17.78,13.6,,TNO3947
21,2022-03-22 21:00:00,16.78,12.98,,TNO3947
22,2022-03-22 22:00:00,15.9,12.22,,TNO3947
23,2022-03-22 23:00:00,14.17,10.95,,TNO3947
0,2022-03-22 00:00:00,18.53,13.39,,TNO3952
1,2022-03-22 01:00:00,18.6,13.61,,TNO3952
2,2022-03-22 02:00:00,18.32,13.49,,TNO3952
3,2022-03-22 03:00:00,16.8,12.49,,TNO3952
4,2022-03-22 04:00:00,19.5,15.03,,TNO3952
5,2022-03-22 05:00:00,22.2,17.73,,TNO3952
6,2022-03-22 06:00:00,21.1,17.03,,TNO3952
7,2022-03-22 07:00:00,18.25,14.44,,TNO3952
8,2022-03-22 08:00:00,15.7,12.04,,TNO3952
9,2022-03-22 09:00:00,14.25,10.83,,TNO3952
10,2022-03-22 10:00:00,13.75,9.59,,TNO3952
11,2022-03-22 11:00:00,17.05,9.55,,TNO3952
12,2022-03-22 12:00:00,16.22,8.78,,TNO3952
13,2022-03-22 13:00:00,18.68,10.27,,TNO3952
14,2022-03-22 14:00:00,12.7,8.02,,TNO3952
15,2022-03-22 15:00:00,13.77,8.26,,TNO3952
16,2022-03-22 16:00:00,17.35,8.67,,TNO3952
17,2022-03-22 17:00:00,19.7,10.44,,TNO3952
18,2022-03-22 18:00:00,14.65,10.46,,TNO3952
19,2022-03-22 19:00:00,13.8,10.04,,TNO3952
20,2022-03-22 20:00:00,13.83,9.96,,TNO3952
21,2022-03-22 21:00:00,17.47,12.89,,TNO3952
22,2022-03-22 22:00:00,21.78,14.98,,TNO3952
23,2022-03-22 23:00:00,20.18,15.71,,TNO3952
0,2022-03-22 00:00:00,13.67,11.84,,TNO4158
1,2022-03-22 01:00:00,11.5,10.06,,TNO4158
2,2022-03-22 02:00:00,10.0,8.76,,TNO4158
3,2022-03-22 03:00:00,11.5,10.08,,TNO4158
4,2022-03-22 04:00:00,14.13,12.8,,TNO4158
5,2022-03-22 05:00:00,15.13,13.7,,TNO4158
6,2022-03-22 06:00:00,16.2,14.79,,TNO4158
7,2022-03-22 07:00:00,15.83,14.36,,TNO4158
8,2022-03-22 08:00:00,13.38,12.17,,TNO4158
9,2022-03-22 09:00:00,11.43,10.14,,TNO4158
10,2022-03-22 10:00:00,10.72,9.45,,TNO4158
11,2022-03-22 11:00:00,10.67,9.25,,TNO4158
12,2022-03-22 12:00:00,12.3,10.15,,TNO4158
13,2022-03-22 13:00:00,12.53,10.67,,TNO4158
14,2022-03-22 14:00:00,11.2,9.39,,TNO4158
15,2022-03-22 15:00:00,10.0,8.32,,TNO4158
16,2022-03-22 16:00:00,10.83,8.95,,TNO4158
17,2022-03-22 17:00:00,12.55,10.38,,TNO4158
18,2022-03-22 18:00:00,14.67,11.33,,TNO4158
19,2022-03-22 19:00:00,14.95,12.35,,TNO4158
20,2022-03-22 20:00:00,15.53,13.27,,TNO4158
21,2022-03-22 21:00:00,15.48,13.19,,TNO4158
22,2022-03-22 22:00:00,12.15,10.89,,TNO4158
23,2022-03-22 23:00:00,10.55,8.93,,TNO4158
0,2022-03-22 00:00:00,20.87,16.44,,TNO3946
1,2022-03-22 01:00:00,23.22,17.99,,TNO3946
2,2022-03-22 02:00:00,21.1,16.97,,TNO3946
3,2022-03-22 03:00:00,22.95,19.14,,TNO3946
4,2022-03-22 04:00:00,24.73,20.94,,TNO3946
5,2022-03-22 05:00:00,26.72,22.42,,TNO3946
6,2022-03-22 06:00:00,28.0,23.15,,TNO3946
7,2022-03-22 07:00:00,32.18,25.82,,TNO3946
8,2022-03-22 08:00:00,31.95,26.1,,TNO3946
9,2022-03-22 09:00:00,31.95,26.01,,TNO3946
10,2022-03-22 10:00:00,32.43,26.99,,TNO3946
11,2022-03-22 11:00:00,32.43,26.92,,TNO3946
12,2022-03-22 12:00:00,35.25,29.0,,TNO3946
13,2022-03-22 13:00:00,37.65,30.74,,TNO3946
14,2022-03-22 14:00:00,35.07,28.52,,TNO3946
15,2022-03-22 15:00:00,36.45,29.87,,TNO3946
16,2022-03-22 16:00:00,32.12,26.16,,TNO3946
17,2022-03-22 17:00:00,30.72,24.84,,TNO3946
18,2022-03-22 18:00:00,30.38,23.81,,TNO3946
19,2022-03-22 19:00:00,29.65,22.15,,TNO3946
20,2022-03-22 20:00:00,26.6,19.11,,TNO3946
21,2022-03-22 21:00:00,24.97,17.69,,TNO3946
22,2022-03-22 22:00:00,22.78,16.33,,TNO3946
23,2022-03-22 23:00:00,21.97,15.66,,TNO3946
0,2022-03-22 00:00:00,13.7,10.34,,TNO3948
1,2022-03-22 01:00:00,12.8,9.86,,TNO3948
2,2022-03-22 02:00:00,10.83,8.48,,TNO3948
3,2022-03-22 03:00:00,9.6,7.66,,TNO3948
4,2022-03-22 04:00:00,7.88,6.26,,TNO3948
5,2022-03-22 05:00:00,6.82,5.42,,TNO3948
6,2022-03-22 06:00:00,7.13,5.62,,TNO3948
7,2022-03-22 07:00:00,7.7,5.96,,TNO3948
8,2022-03-22 08:00:00,8.13,6.13,,TNO3948
9,2022-03-22 09:00:00,9.67,7.06,,TNO3948
10,2022-03-22 10:00:00,10.9,7.88,,TNO3948
11,2022-03-22 11:00:00,11.68,7.85,,TNO3948
12,2022-03-22 12:00:00,10.33,6.93,,TNO3948
13,2022-03-22 13:00:00,10.43,6.73,,TNO3948
14,2022-03-22 14:00:00,9.98,6.67,,TNO3948
15,2022-03-22 15:00:00,10.65,7.05,,TNO3948
16,2022-03-22 16:00:00,11.52,7.5,,TNO3948
17,2022-03-22 17:00:00,10.63,7.23,,TNO3948
18,2022-03-22 18:00:00,10.28,7.31,,TNO3948
19,2022-03-22 19:00:00,10.1,6.88,,TNO3948
20,2022-03-22 20:00:00,11.85,8.18,,TNO3948
21,2022-03-22 21:00:00,10.95,7.8,,TNO3948
22,2022-03-22 22:00:00,12.42,8.96,,TNO3948
23,2022-03-22 23:00:00,14.45,10.44,,TNO3948
0,2022-03-22 00:00:00,13.0,9.83,,TNO3955
1,2022-03-22 01:00:00,11.9,8.92,,TNO3955
2,2022-03-22 02:00:00,11.8,9.11,,TNO3955
3,2022-03-22 03:00:00,11.2,8.76,,TNO3955
4,2022-03-22 04:00:00,10.63,8.52,,TNO3955
5,2022-03-22 05:00:00,10.45,8.39,,TNO3955
6,2022-03-22 06:00:00,10.55,8.68,,TNO3955
7,2022-03-22 07:00:00,10.63,8.6,,TNO3955
8,2022-03-22 08:00:00,11.28,8.7,,TNO3955
9,2022-03-22 09:00:00,13.72,9.89,,TNO3955
10,2022-03-22 10:00:00,12.42,9.19,,TNO3955
11,2022-03-22 11:00:00,11.22,8.26,,TNO3955
12,2022-03-22 12:00:00,10.5,6.85,,TNO3955
13,2022-03-22 13:00:00,10.48,6.51,,TNO3955
14,2022-03-22 14:00:00,11.85,7.47,,TNO3955
15,2022-03-22 15:00:00,15.67,9.91,,TNO3955
16,2022-03-22 16:00:00,14.35,8.52,,TNO3955
17,2022-03-22 17:00:00,11.97,7.34,,TNO3955
18,2022-03-22 18:00:00,9.32,6.05,,TNO3955
19,2022-03-22 19:00:00,12.2,8.91,,TNO3955
20,2022-03-22 20:00:00,13.03,9.07,,TNO3955
21,2022-03-22 21:00:00,12.8,8.81,,TNO3955
22,2022-03-22 22:00:00,9.47,6.78,,TNO3955
23,2022-03-22 23:00:00,9.33,6.87,,TNO3955
0,2022-03-22 00:00:00,8.05,6.26,,TNT1088-EPA
1,2022-03-22 01:00:00,7.57,6.01,,TNT1088-EPA
2,2022-03-22 02:00:00,7.02,5.89,,TNT1088-EPA
3,2022-03-22 03:00:00,6.23,4.64,,TNT1088-EPA
4,2022-03-22 04:00:00,4.75,4.1,,TNT1088-EPA
5,2022-03-22 05:00:00,5.18,4.4,,TNT1088-EPA
6,2022-03-22 06:00:00,6.92,6.34,,TNT1088-EPA
7,2022-03-22 07:00:00,7.23,6.26,,TNT1088-EPA
8,2022-03-22 08:00:00,6.65,5.32,,TNT1088-EPA
9,2022-03-22 09:00:00,5.8,4.25,,TNT1088-EPA
10,2022-03-22 10:00:00,6.25,4.57,,TNT1088-EPA
11,2022-03-22 11:00:00,6.7,4.51,,TNT1088-EPA
12,2022-03-22 12:00:00,6.85,4.56,,TNT1088-EPA
13,2022-03-22 13:00:00,6.75,4.57,,TNT1088-EPA
14,2022-03-22 14:00:00,5.77,4.03,,TNT1088-EPA
15,2022-03-22 15:00:00,6.2,3.89,,TNT1088-EPA
16,2022-03-22 16:00:00,7.38,4.47,,TNT1088-EPA
17,2022-03-22 17:00:00,8.7,5.69,,TNT1088-EPA
18,2022-03-22 18:00:00,8.15,5.96,,TNT1088-EPA
19,2022-03-22 19:00:00,7.77,5.68,,TNT1088-EPA
20,2022-03-22 20:00:00,7.88,5.93,,TNT1088-EPA
21,2022-03-22 21:00:00,6.52,4.91,,TNT1088-EPA
22,2022-03-22 22:00:00,5.95,4.71,,TNT1088-EPA
23,2022-03-22 23:00:00,5.8,4.59,,TNT1088-EPA
0,2022-03-22 00:00:00,2.9,2.71,,TNO2161-EPA
1,2022-03-22 01:00:00,3.45,3.24,,TNO2161-EPA
2,2022-03-22 02:00:00,3.92,3.74,,TNO2161-EPA
3,2022-03-22 03:00:00,4.6,4.47,,TNO2161-EPA
4,2022-03-22 04:00:00,5.78,5.67,,TNO2161-EPA
5,2022-03-22 05:00:00,5.83,5.76,,TNO2161-EPA
6,2022-03-22 06:00:00,6.17,6.13,,TNO2161-EPA
7,2022-03-22 07:00:00,6.07,6.0,,TNO2161-EPA
8,2022-03-22 08:00:00,5.25,5.07,,TNO2161-EPA
9,2022-03-22 09:00:00,3.95,3.7,,TNO2161-EPA
10,2022-03-22 10:00:00,3.92,3.15,,TNO2161-EPA
11,2022-03-22 11:00:00,4.03,3.18,,TNO2161-EPA
12,2022-03-22 12:00:00,3.23,2.7,,TNO2161-EPA
13,2022-03-22 13:00:00,3.63,2.93,,TNO2161-EPA
14,2022-03-22 14:00:00,3.92,3.22,,TNO2161-EPA
15,2022-03-22 15:00:00,3.82,2.98,,TNO2161-EPA
16,2022-03-22 16:00:00,4.55,3.11,,TNO2161-EPA
17,2022-03-22 17:00:00,4.72,3.12,,TNO2161-EPA
18,2022-03-22 18:00:00,4.05,2.9,,TNO2161-EPA
19,2022-03-22 19:00:00,4.3,3.19,,TNO2161-EPA
20,2022-03-22 20:00:00,3.65,3.11,,TNO2161-EPA
21,2022-03-22 21:00:00,3.4,2.86,,TNO2161-EPA
22,2022-03-22 22:00:00,3.1,2.71,,TNO2161-EPA
23,2022-03-22 23:00:00,2.42,2.13,,TNO2161-EPA
